id,cat3
TEST_02212,자전거하이킹
TEST_02213,일식
TEST_02214,박물관
TEST_02215,중식
TEST_02216,사찰
TEST_02217,모텔
TEST_02218,바/까페
TEST_02219,서양식
TEST_02220,한식
TEST_02221,"야영장,오토캠핑장"
TEST_02222,일식
TEST_02223,전시관
TEST_02224,바/까페
TEST_02225,5일장
TEST_02226,미술관/화랑
TEST_02227,박물관
TEST_02228,"야영장,오토캠핑장"
TEST_02229,일식
TEST_02230,상설시장
TEST_02231,한식
TEST_02232,공원
TEST_02233,문
TEST_02234,일식
TEST_02235,바/까페
TEST_02236,터널
TEST_02237,한식
TEST_02238,도서관
TEST_02239,특산물판매점
TEST_02240,전문상가
TEST_02241,기타행사
TEST_02242,기타
TEST_02243,스키/스노보드
TEST_02244,바/까페
TEST_02245,유명건물
TEST_02246,기암괴석
TEST_02247,수영
TEST_02248,유적지/사적지
TEST_02249,유원지
TEST_02250,계곡
TEST_02251,"야영장,오토캠핑장"
TEST_02252,섬
TEST_02253,자동차경주
TEST_02254,한옥스테이
TEST_02255,유명건물
TEST_02256,한식
TEST_02257,유원지
TEST_02258,바/까페
TEST_02259,사찰
TEST_02260,일식
TEST_02261,사찰
TEST_02262,성
TEST_02263,홈스테이
TEST_02264,박물관
TEST_02265,자연휴양림
TEST_02266,도서관
TEST_02267,민속마을
TEST_02268,한옥스테이
TEST_02269,계곡
TEST_02270,고택
TEST_02271,유적지/사적지
TEST_02272,국립공원
TEST_02273,한식
TEST_02274,골프
TEST_02275,민물낚시
TEST_02276,산
TEST_02277,산
TEST_02278,고택
TEST_02279,유적지/사적지
TEST_02280,5일장
TEST_02281,수영
TEST_02282,해수욕장
TEST_02283,테마공원
TEST_02284,중식
TEST_02285,한옥스테이
TEST_02286,일반축제
TEST_02287,한식
TEST_02288,산
TEST_02289,한식
TEST_02290,특산물판매점
TEST_02291,"야영장,오토캠핑장"
TEST_02292,안보관광
TEST_02293,계곡
TEST_02294,기념탑/기념비/전망대
TEST_02295,농.산.어촌 체험
TEST_02296,농.산.어촌 체험
TEST_02297,한옥스테이
TEST_02298,바/까페
TEST_02299,자연휴양림
TEST_02300,한옥스테이
TEST_02301,"야영장,오토캠핑장"
TEST_02302,한옥스테이
TEST_02303,유람선/잠수함관광
TEST_02304,한옥스테이
TEST_02305,한식
TEST_02306,성
TEST_02307,사찰
TEST_02308,테마공원
TEST_02309,바다낚시
TEST_02310,안보관광
TEST_02311,산
TEST_02312,유명건물
TEST_02313,사찰
TEST_02314,유적지/사적지
TEST_02315,박물관
TEST_02316,한식
TEST_02317,바다낚시
TEST_02318,골프
TEST_02319,홈스테이
TEST_02320,기타
TEST_02321,홈스테이
TEST_02322,썰매장
TEST_02323,기념탑/기념비/전망대
TEST_02324,해수욕장
TEST_02325,유적지/사적지
TEST_02326,미술관/화랑
TEST_02327,바/까페
TEST_02328,한식
TEST_02329,바/까페
TEST_02330,한식
TEST_02331,한식
TEST_02332,"야영장,오토캠핑장"
TEST_02333,서양식
TEST_02334,사찰
TEST_02335,일식
TEST_02336,일반축제
TEST_02337,사찰
TEST_02338,"야영장,오토캠핑장"
TEST_02339,패밀리레스토랑
TEST_02340,기념관
TEST_02341,자연휴양림
TEST_02342,일식
TEST_02343,기념탑/기념비/전망대
TEST_02344,"야영장,오토캠핑장"
TEST_02345,중식
TEST_02346,"야영장,오토캠핑장"
TEST_02347,유적지/사적지
TEST_02348,펜션
TEST_02349,한식
TEST_02350,일식
TEST_02351,윈드서핑/제트스키
TEST_02352,골프
TEST_02353,종교성지
TEST_02354,"야영장,오토캠핑장"
TEST_02355,특산물판매점
TEST_02356,"야영장,오토캠핑장"
TEST_02357,"야영장,오토캠핑장"
TEST_02358,일반축제
TEST_02359,박물관
TEST_02360,계곡
TEST_02361,자연휴양림
TEST_02362,민물낚시
TEST_02363,이색찜질방
TEST_02364,사격장
TEST_02365,문화원
TEST_02366,한옥스테이
TEST_02367,한식
TEST_02368,성
TEST_02369,한식
TEST_02370,썰매장
TEST_02371,한식
TEST_02372,일반축제
TEST_02373,문화원
TEST_02374,해수욕장
TEST_02375,유명건물
TEST_02376,종교성지
TEST_02377,"야영장,오토캠핑장"
TEST_02378,성
TEST_02379,"야영장,오토캠핑장"
TEST_02380,안보관광
TEST_02381,펜션
TEST_02382,바/까페
TEST_02383,바/까페
TEST_02384,항구/포구
TEST_02385,문화관광축제
TEST_02386,골프
TEST_02387,바/까페
TEST_02388,"야영장,오토캠핑장"
TEST_02389,바/까페
TEST_02390,한식
TEST_02391,"야영장,오토캠핑장"
TEST_02392,채식전문점
TEST_02393,수목원
TEST_02394,해안절경
TEST_02395,고택
TEST_02396,한식
TEST_02397,희귀동.식물
TEST_02398,한식
TEST_02399,기타
TEST_02400,고궁
TEST_02401,한식
TEST_02402,한식
TEST_02403,자연생태관광지
TEST_02404,한옥스테이
TEST_02405,항구/포구
TEST_02406,박물관
TEST_02407,사찰
TEST_02408,중식
TEST_02409,폭포
TEST_02410,"야영장,오토캠핑장"
TEST_02411,바/까페
TEST_02412,바/까페
TEST_02413,계곡
TEST_02414,"야영장,오토캠핑장"
TEST_02415,유적지/사적지
TEST_02416,한식
TEST_02417,모텔
TEST_02418,바다낚시
TEST_02419,전문상가
TEST_02420,기념관
TEST_02421,한식
TEST_02422,상설시장
TEST_02423,"야영장,오토캠핑장"
TEST_02424,박물관
TEST_02425,산
TEST_02426,상설시장
TEST_02427,한식
TEST_02428,박람회
TEST_02429,농.산.어촌 체험
TEST_02430,일반축제
TEST_02431,한식
TEST_02432,문화원
TEST_02433,박물관
TEST_02434,중식
TEST_02435,박물관
TEST_02436,공연장
TEST_02437,공연장
TEST_02438,이색거리
TEST_02439,트래킹
TEST_02440,서양식
TEST_02441,5일장
TEST_02442,기념탑/기념비/전망대
TEST_02443,모텔
TEST_02444,한식
TEST_02445,바다낚시
TEST_02446,항구/포구
TEST_02447,트래킹
TEST_02448,한식
TEST_02449,항구/포구
TEST_02450,유적지/사적지
TEST_02451,농.산.어촌 체험
TEST_02452,골프
TEST_02453,일식
TEST_02454,채식전문점
TEST_02455,펜션
TEST_02456,문화원
TEST_02457,한식
TEST_02458,공연장
TEST_02459,유원지
TEST_02460,스키(보드) 렌탈샵
TEST_02461,도서관
TEST_02462,기념관
TEST_02463,관광단지
TEST_02464,모텔
TEST_02465,수목원
TEST_02466,바/까페
TEST_02467,전시관
TEST_02468,바/까페
TEST_02469,고택
TEST_02470,컨벤션센터
TEST_02471,일식
TEST_02472,윈드서핑/제트스키
TEST_02473,한식
TEST_02474,한식
TEST_02475,한식
TEST_02476,"야영장,오토캠핑장"
TEST_02477,모텔
TEST_02478,"공예,공방"
TEST_02479,한식
TEST_02480,다리/대교
TEST_02481,한옥스테이
TEST_02482,수련시설
TEST_02483,"야영장,오토캠핑장"
TEST_02484,홈스테이
TEST_02485,미술관/화랑
TEST_02486,중식
TEST_02487,공연장
TEST_02488,자연생태관광지
TEST_02489,5일장
TEST_02490,"야영장,오토캠핑장"
TEST_02491,미술관/화랑
TEST_02492,안보관광
TEST_02493,공연장
TEST_02494,모텔
TEST_02495,바/까페
TEST_02496,농.산.어촌 체험
TEST_02497,한식
TEST_02498,"야영장,오토캠핑장"
TEST_02499,홈스테이
TEST_02500,사찰
TEST_02501,모텔
TEST_02502,계곡
TEST_02503,한식
TEST_02504,상설시장
TEST_02505,한식
TEST_02506,한옥스테이
TEST_02507,전시관
TEST_02508,모텔
TEST_02509,바/까페
TEST_02510,사찰
TEST_02511,한옥스테이
TEST_02512,바/까페
TEST_02513,기념관
TEST_02514,"야영장,오토캠핑장"
TEST_02515,중식
TEST_02516,한식
TEST_02517,홈스테이
TEST_02518,한옥스테이
TEST_02519,펜션
TEST_02520,한식
TEST_02521,펜션
TEST_02522,사찰
TEST_02523,특산물판매점
TEST_02524,한식
TEST_02525,산
TEST_02526,"야영장,오토캠핑장"
TEST_02527,펜션
TEST_02528,트래킹
TEST_02529,복합 레포츠
TEST_02530,모텔
TEST_02531,전시관
TEST_02532,고궁
TEST_02533,홈스테이
TEST_02534,안보관광
TEST_02535,썰매장
TEST_02536,한식
TEST_02537,5일장
TEST_02538,모텔
TEST_02539,한식
TEST_02540,펜션
TEST_02541,홈스테이
TEST_02542,항구/포구
TEST_02543,성
TEST_02544,희귀동.식물
TEST_02545,기념관
TEST_02546,중식
TEST_02547,성
TEST_02548,모텔
TEST_02549,계곡
TEST_02550,한옥스테이
TEST_02551,골프
TEST_02552,바/까페
TEST_02553,일반축제
TEST_02554,사찰
TEST_02555,자연휴양림
TEST_02556,유명건물
TEST_02557,전시관
TEST_02558,"야영장,오토캠핑장"
TEST_02559,"야영장,오토캠핑장"
TEST_02560,모텔
TEST_02561,바/까페
TEST_02562,한식
TEST_02563,전시관
TEST_02564,기념탑/기념비/전망대
TEST_02565,일반축제
TEST_02566,복합 레포츠
TEST_02567,고궁
TEST_02568,한식
TEST_02569,"야영장,오토캠핑장"
TEST_02570,채식전문점
TEST_02571,"야영장,오토캠핑장"
TEST_02572,박물관
TEST_02573,일반축제
TEST_02574,채식전문점
TEST_02575,일반축제
TEST_02576,"야영장,오토캠핑장"
TEST_02577,이색찜질방
TEST_02578,채식전문점
TEST_02579,"야영장,오토캠핑장"
TEST_02580,빙벽등반
TEST_02581,한식
TEST_02582,민속마을
TEST_02583,자연휴양림
TEST_02584,바/까페
TEST_02585,박물관
TEST_02586,"야영장,오토캠핑장"
TEST_02587,바/까페
TEST_02588,"야영장,오토캠핑장"
TEST_02589,"야영장,오토캠핑장"
TEST_02590,수목원
TEST_02591,사찰
TEST_02592,산
TEST_02593,기념탑/기념비/전망대
TEST_02594,수목원
TEST_02595,"야영장,오토캠핑장"
TEST_02596,문
TEST_02597,일반축제
TEST_02598,한식
TEST_02599,펜션
TEST_02600,"야영장,오토캠핑장"
TEST_02601,"야영장,오토캠핑장"
TEST_02602,농.산.어촌 체험
TEST_02603,생가
TEST_02604,항구/포구
TEST_02605,농.산.어촌 체험
TEST_02606,사찰
TEST_02607,모텔
TEST_02608,한식
TEST_02609,유적지/사적지
TEST_02610,한옥스테이
TEST_02611,바/까페
TEST_02612,"야영장,오토캠핑장"
TEST_02613,바/까페
TEST_02614,서양식
TEST_02615,"야영장,오토캠핑장"
TEST_02616,박람회
TEST_02617,자동차경주
TEST_02618,"야영장,오토캠핑장"
TEST_02619,게스트하우스
TEST_02620,바/까페
TEST_02621,바/까페
TEST_02622,공원
TEST_02623,농.산.어촌 체험
TEST_02624,한식
TEST_02625,복합 레포츠
TEST_02626,관광단지
TEST_02627,수목원
TEST_02628,일반축제
TEST_02629,한식
TEST_02630,"야영장,오토캠핑장"
TEST_02631,특산물판매점
TEST_02632,한식
TEST_02633,한식
TEST_02634,한식
TEST_02635,게스트하우스
TEST_02636,컨벤션
TEST_02637,박람회
TEST_02638,미술관/화랑
TEST_02639,모텔
TEST_02640,스키(보드) 렌탈샵
TEST_02641,온천/욕장/스파
TEST_02642,한식
TEST_02643,"야영장,오토캠핑장"
TEST_02644,전문상가
TEST_02645,"공예,공방"
TEST_02646,산
TEST_02647,수목원
TEST_02648,5일장
TEST_02649,"야영장,오토캠핑장"
TEST_02650,고택
TEST_02651,민물낚시
TEST_02652,일반축제
TEST_02653,한식
TEST_02654,한식
TEST_02655,미술관/화랑
TEST_02656,계곡
TEST_02657,계곡
TEST_02658,홈스테이
TEST_02659,한식
TEST_02660,문
TEST_02661,일반축제
TEST_02662,일식
TEST_02663,성
TEST_02664,한식
TEST_02665,바/까페
TEST_02666,폭포
TEST_02667,공원
TEST_02668,자연휴양림
TEST_02669,박물관
TEST_02670,공연장
TEST_02671,바/까페
TEST_02672,바/까페
TEST_02673,컨벤션
TEST_02674,"야영장,오토캠핑장"
TEST_02675,고택
TEST_02676,유적지/사적지
TEST_02677,한옥스테이
TEST_02678,전시관
TEST_02679,바/까페
TEST_02680,미술관/화랑
TEST_02681,유명건물
TEST_02682,"야영장,오토캠핑장"
TEST_02683,수목원
TEST_02684,수목원
TEST_02685,강
TEST_02686,"공예,공방"
TEST_02687,자연휴양림
TEST_02688,관광단지
TEST_02689,전시관
TEST_02690,일반축제
TEST_02691,공원
TEST_02692,트래킹
TEST_02693,"야영장,오토캠핑장"
TEST_02694,한식
TEST_02695,"야영장,오토캠핑장"
TEST_02696,모텔
TEST_02697,수련시설
TEST_02698,한식
TEST_02699,희귀동.식물
TEST_02700,한식
TEST_02701,항구/포구
TEST_02702,한식
TEST_02703,기념관
TEST_02704,패밀리레스토랑
TEST_02705,미술관/화랑
TEST_02706,펜션
TEST_02707,모텔
TEST_02708,자연휴양림
TEST_02709,민물낚시
TEST_02710,희귀동.식물
TEST_02711,박물관
TEST_02712,"야영장,오토캠핑장"
TEST_02713,사찰
TEST_02714,관광단지
TEST_02715,호수
TEST_02716,한식
TEST_02717,헹글라이딩/패러글라이딩
TEST_02718,한식
TEST_02719,해수욕장
TEST_02720,모텔
TEST_02721,유명건물
TEST_02722,공원
TEST_02723,바다낚시
TEST_02724,상설시장
TEST_02725,콘도미니엄
TEST_02726,5일장
TEST_02727,중식
TEST_02728,전시관
TEST_02729,"야영장,오토캠핑장"
TEST_02730,미술관/화랑
TEST_02731,기타행사
TEST_02732,공원
TEST_02733,기타행사
TEST_02734,홈스테이
TEST_02735,박물관
TEST_02736,계곡
TEST_02737,미술관/화랑
TEST_02738,박물관
TEST_02739,문화원
TEST_02740,한식
TEST_02741,일식
TEST_02742,중식
TEST_02743,농.산.어촌 체험
TEST_02744,"야영장,오토캠핑장"
TEST_02745,고택
TEST_02746,한식
TEST_02747,5일장
TEST_02748,"야영장,오토캠핑장"
TEST_02749,5일장
TEST_02750,"야영장,오토캠핑장"
TEST_02751,기암괴석
TEST_02752,박물관
TEST_02753,항구/포구
TEST_02754,박물관
TEST_02755,한식
TEST_02756,유적지/사적지
TEST_02757,희귀동.식물
TEST_02758,모텔
TEST_02759,유원지
TEST_02760,해안절경
TEST_02761,한식
TEST_02762,성
TEST_02763,일식
TEST_02764,골프
TEST_02765,공연장
TEST_02766,한식
TEST_02767,"야영장,오토캠핑장"
TEST_02768,미술관/화랑
TEST_02769,한식
TEST_02770,기념탑/기념비/전망대
TEST_02771,바/까페
TEST_02772,한옥스테이
TEST_02773,민속마을
TEST_02774,농.산.어촌 체험
TEST_02775,모텔
TEST_02776,한식
TEST_02777,기타행사
TEST_02778,홈스테이
TEST_02779,"야영장,오토캠핑장"
TEST_02780,상설시장
TEST_02781,한식
TEST_02782,"야영장,오토캠핑장"
TEST_02783,사찰
TEST_02784,수련시설
TEST_02785,골프
TEST_02786,일식
TEST_02787,유적지/사적지
TEST_02788,박물관
TEST_02789,"야영장,오토캠핑장"
TEST_02790,"공예,공방"
TEST_02791,다리/대교
TEST_02792,바/까페
TEST_02793,문화전수시설
TEST_02794,"야영장,오토캠핑장"
TEST_02795,서양식
TEST_02796,모텔
TEST_02797,특산물판매점
TEST_02798,"야영장,오토캠핑장"
TEST_02799,박물관
TEST_02800,문화원
TEST_02801,"야영장,오토캠핑장"
TEST_02802,유원지
TEST_02803,박물관
TEST_02804,산
TEST_02805,"야영장,오토캠핑장"
TEST_02806,중식
TEST_02807,서양식
TEST_02808,바/까페
TEST_02809,한식
TEST_02810,일반축제
TEST_02811,한식
TEST_02812,바/까페
TEST_02813,박물관
TEST_02814,박물관
TEST_02815,일식
TEST_02816,일반축제
TEST_02817,5일장
TEST_02818,"야영장,오토캠핑장"
TEST_02819,대형서점
TEST_02820,민물낚시
TEST_02821,테마공원
TEST_02822,이색체험
TEST_02823,등대
TEST_02824,일반축제
TEST_02825,기념탑/기념비/전망대
TEST_02826,박물관
TEST_02827,펜션
TEST_02828,사찰
TEST_02829,유원지
TEST_02830,한식
TEST_02831,고택
TEST_02832,"야영장,오토캠핑장"
TEST_02833,컨벤션
TEST_02834,바/까페
TEST_02835,유적지/사적지
TEST_02836,중식
TEST_02837,관광단지
TEST_02838,한옥스테이
TEST_02839,바/까페
TEST_02840,모텔
TEST_02841,게스트하우스
TEST_02842,한식
TEST_02843,한식
TEST_02844,한식
TEST_02845,서양식
TEST_02846,한식
TEST_02847,바다낚시
TEST_02848,한식
TEST_02849,박람회
TEST_02850,다리/대교
TEST_02851,상설시장
TEST_02852,이색거리
TEST_02853,한식
TEST_02854,일반축제
TEST_02855,한옥스테이
TEST_02856,한식
TEST_02857,박물관
TEST_02858,유원지
TEST_02859,"야영장,오토캠핑장"
TEST_02860,서양식
TEST_02861,한식
TEST_02862,펜션
TEST_02863,바/까페
TEST_02864,유적지/사적지
TEST_02865,바/까페
TEST_02866,유원지
TEST_02867,일반축제
TEST_02868,이색거리
TEST_02869,바/까페
TEST_02870,복합 레포츠
TEST_02871,한식
TEST_02872,공원
TEST_02873,한식
TEST_02874,도서관
TEST_02875,윈드서핑/제트스키
TEST_02876,유람선/잠수함관광
TEST_02877,박람회
TEST_02878,박물관
TEST_02879,일식
TEST_02880,바다낚시
TEST_02881,유적지/사적지
TEST_02882,문화원
TEST_02883,모텔
TEST_02884,수련시설
TEST_02885,"야영장,오토캠핑장"
TEST_02886,희귀동.식물
TEST_02887,이색거리
TEST_02888,자연휴양림
TEST_02889,문화원
TEST_02890,상설시장
TEST_02891,산
TEST_02892,윈드서핑/제트스키
TEST_02893,상설시장
TEST_02894,공원
TEST_02895,펜션
TEST_02896,항구/포구
TEST_02897,박물관
TEST_02898,희귀동.식물
TEST_02899,공원
TEST_02900,일반축제
TEST_02901,사찰
TEST_02902,공원
TEST_02903,"야영장,오토캠핑장"
TEST_02904,섬
TEST_02905,"야영장,오토캠핑장"
TEST_02906,서양식
TEST_02907,"야영장,오토캠핑장"
TEST_02908,한식
TEST_02909,바/까페
TEST_02910,박물관
TEST_02911,종교성지
TEST_02912,한옥스테이
TEST_02913,한식
TEST_02914,한식
TEST_02915,성
TEST_02916,"공예,공방"
TEST_02917,계곡
TEST_02918,계곡
TEST_02919,동굴
TEST_02920,테마공원
TEST_02921,농.산.어촌 체험
TEST_02922,트래킹
TEST_02923,해수욕장
TEST_02924,바/까페
TEST_02925,일반축제
TEST_02926,"야영장,오토캠핑장"
TEST_02927,기타
TEST_02928,바/까페
TEST_02929,한옥스테이
TEST_02930,온천/욕장/스파
TEST_02931,모텔
TEST_02932,일반축제
TEST_02933,한식
TEST_02934,박람회
TEST_02935,사찰
TEST_02936,공원
TEST_02937,상설시장
TEST_02938,특산물판매점
TEST_02939,일식
TEST_02940,자동차경주
TEST_02941,자연생태관광지
TEST_02942,폭포
TEST_02943,"야영장,오토캠핑장"
TEST_02944,"야영장,오토캠핑장"
TEST_02945,홈스테이
TEST_02946,농.산.어촌 체험
TEST_02947,바/까페
TEST_02948,게스트하우스
TEST_02949,바/까페
TEST_02950,바/까페
TEST_02951,한식
TEST_02952,한식
TEST_02953,한식
TEST_02954,상설시장
TEST_02955,기념관
TEST_02956,생가
TEST_02957,공원
TEST_02958,한식
TEST_02959,래프팅
TEST_02960,모텔
TEST_02961,유적지/사적지
TEST_02962,민속마을
TEST_02963,공연장
TEST_02964,미술관/화랑
TEST_02965,"야영장,오토캠핑장"
TEST_02966,"야영장,오토캠핑장"
TEST_02967,농.산.어촌 체험
TEST_02968,한식
TEST_02969,바/까페
TEST_02970,한식
TEST_02971,기념탑/기념비/전망대
TEST_02972,기념탑/기념비/전망대
TEST_02973,"야영장,오토캠핑장"
TEST_02974,폭포
TEST_02975,중식
TEST_02976,한식
TEST_02977,모텔
TEST_02978,산
TEST_02979,계곡
TEST_02980,"야영장,오토캠핑장"
TEST_02981,펜션
TEST_02982,일반축제
TEST_02983,"야영장,오토캠핑장"
TEST_02984,트래킹
TEST_02985,한식
TEST_02986,관광단지
TEST_02987,한식
TEST_02988,스키/스노보드
TEST_02989,바/까페
TEST_02990,유명건물
TEST_02991,한식
TEST_02992,펜션
TEST_02993,수련시설
TEST_02994,골프
TEST_02995,골프
TEST_02996,한식
TEST_02997,자전거하이킹
TEST_02998,한식
TEST_02999,사찰
TEST_03000,온천/욕장/스파
TEST_03001,전시관
TEST_03002,바/까페
TEST_03003,일식
TEST_03004,고택
TEST_03005,상설시장
TEST_03006,사찰
TEST_03007,사찰
TEST_03008,자연휴양림
TEST_03009,한식
TEST_03010,한식
TEST_03011,산
TEST_03012,한식
TEST_03013,전문상가
TEST_03014,한옥스테이
TEST_03015,"야영장,오토캠핑장"
TEST_03016,"야영장,오토캠핑장"
TEST_03017,한식
TEST_03018,희귀동.식물
TEST_03019,콘도미니엄
TEST_03020,기암괴석
TEST_03021,"야영장,오토캠핑장"
TEST_03022,기타행사
TEST_03023,유람선/잠수함관광
TEST_03024,미술관/화랑
TEST_03025,기념탑/기념비/전망대
TEST_03026,펜션
TEST_03027,수련시설
TEST_03028,수목원
TEST_03029,"야영장,오토캠핑장"
TEST_03030,자연휴양림
TEST_03031,공원
TEST_03032,전문상가
TEST_03033,박물관
TEST_03034,관광단지
TEST_03035,바/까페
TEST_03036,바/까페
TEST_03037,강
TEST_03038,한식
TEST_03039,"야영장,오토캠핑장"
TEST_03040,섬
TEST_03041,모텔
TEST_03042,종교성지
TEST_03043,생가
TEST_03044,"야영장,오토캠핑장"
TEST_03045,관광단지
TEST_03046,한식
TEST_03047,"야영장,오토캠핑장"
TEST_03048,한식
TEST_03049,"야영장,오토캠핑장"
TEST_03050,농.산.어촌 체험
TEST_03051,박물관
TEST_03052,기념관
TEST_03053,바/까페
TEST_03054,트래킹
TEST_03055,수목원
TEST_03056,바/까페
TEST_03057,기념관
TEST_03058,공원
TEST_03059,한식
TEST_03060,문화전수시설
TEST_03061,한식
TEST_03062,패밀리레스토랑
TEST_03063,트래킹
TEST_03064,"야영장,오토캠핑장"
TEST_03065,기타
TEST_03066,종교성지
TEST_03067,민물낚시
TEST_03068,일반축제
TEST_03069,중식
TEST_03070,채식전문점
TEST_03071,사찰
TEST_03072,기타
TEST_03073,박물관
TEST_03074,해수욕장
TEST_03075,미술관/화랑
TEST_03076,공연장
TEST_03077,동굴
TEST_03078,박람회
TEST_03079,민물낚시
TEST_03080,펜션
TEST_03081,한옥스테이
TEST_03082,수련시설
TEST_03083,5일장
TEST_03084,기암괴석
TEST_03085,유람선/잠수함관광
TEST_03086,산
TEST_03087,한옥스테이
TEST_03088,사찰
TEST_03089,사찰
TEST_03090,바/까페
TEST_03091,공연장
TEST_03092,사찰
TEST_03093,자연휴양림
TEST_03094,한식
TEST_03095,약수터
TEST_03096,해수욕장
TEST_03097,바/까페
TEST_03098,모텔
TEST_03099,한식
TEST_03100,한식
TEST_03101,바/까페
TEST_03102,특산물판매점
TEST_03103,대형서점
TEST_03104,유명건물
TEST_03105,"야영장,오토캠핑장"
TEST_03106,민물낚시
TEST_03107,"공예,공방"
TEST_03108,유적지/사적지
TEST_03109,중식
TEST_03110,한식
TEST_03111,민물낚시
TEST_03112,"야영장,오토캠핑장"
TEST_03113,"야영장,오토캠핑장"
TEST_03114,한식
TEST_03115,테마공원
TEST_03116,한옥스테이
TEST_03117,5일장
TEST_03118,기타
TEST_03119,일식
TEST_03120,일반축제
TEST_03121,중식
TEST_03122,스키(보드) 렌탈샵
TEST_03123,기타행사
TEST_03124,유적지/사적지
TEST_03125,한식
TEST_03126,"야영장,오토캠핑장"
TEST_03127,"야영장,오토캠핑장"
TEST_03128,한식
TEST_03129,수련시설
TEST_03130,문화원
TEST_03131,성
TEST_03132,농.산.어촌 체험
TEST_03133,도립공원
TEST_03134,펜션
TEST_03135,한식
TEST_03136,중식
TEST_03137,바/까페
TEST_03138,5일장
TEST_03139,사찰
TEST_03140,한식
TEST_03141,한식
TEST_03142,한식
TEST_03143,기암괴석
TEST_03144,테마공원
TEST_03145,바다낚시
TEST_03146,기념탑/기념비/전망대
TEST_03147,사찰
TEST_03148,"야영장,오토캠핑장"
TEST_03149,한식
TEST_03150,"야영장,오토캠핑장"
TEST_03151,5일장
TEST_03152,"야영장,오토캠핑장"
TEST_03153,공연장
TEST_03154,관광단지
TEST_03155,"야영장,오토캠핑장"
TEST_03156,사찰
TEST_03157,수영
TEST_03158,한식
TEST_03159,박물관
TEST_03160,모텔
TEST_03161,한식
TEST_03162,일식
TEST_03163,민속마을
TEST_03164,중식
TEST_03165,중식
TEST_03166,안보관광
TEST_03167,바/까페
TEST_03168,서양식
TEST_03169,홈스테이
TEST_03170,공연장
TEST_03171,한식
TEST_03172,한식
TEST_03173,계곡
TEST_03174,자동차경주
TEST_03175,한식
TEST_03176,"야영장,오토캠핑장"
TEST_03177,농.산.어촌 체험
TEST_03178,고택
TEST_03179,계곡
TEST_03180,바/까페
TEST_03181,기타
TEST_03182,폭포
TEST_03183,컨벤션
TEST_03184,수목원
TEST_03185,종교성지
TEST_03186,기념관
TEST_03187,관광단지
TEST_03188,"야영장,오토캠핑장"
TEST_03189,펜션
TEST_03190,농.산.어촌 체험
TEST_03191,상설시장
TEST_03192,섬
TEST_03193,한식
TEST_03194,유적지/사적지
TEST_03195,식음료
TEST_03196,펜션
TEST_03197,바/까페
TEST_03198,한식
TEST_03199,수목원
TEST_03200,미술관/화랑
TEST_03201,"야영장,오토캠핑장"
TEST_03202,유원지
TEST_03203,일식
TEST_03204,공연장
TEST_03205,산
TEST_03206,농.산.어촌 체험
TEST_03207,사찰
TEST_03208,유적지/사적지
TEST_03209,문
TEST_03210,한식
TEST_03211,"야영장,오토캠핑장"
TEST_03212,패밀리레스토랑
TEST_03213,문화원
TEST_03214,"야영장,오토캠핑장"
TEST_03215,사찰
TEST_03216,한옥스테이
TEST_03217,기암괴석
TEST_03218,한식
TEST_03219,썰매장
TEST_03220,관광단지
TEST_03221,한식
TEST_03222,한식
TEST_03223,일반축제
TEST_03224,일식
TEST_03225,바/까페
TEST_03226,한식
TEST_03227,바/까페
TEST_03228,유명건물
TEST_03229,민물낚시
TEST_03230,한식
TEST_03231,펜션
TEST_03232,트래킹
TEST_03233,기타
TEST_03234,동굴
TEST_03235,5일장
TEST_03236,수목원
TEST_03237,자전거하이킹
TEST_03238,도서관
TEST_03239,호수
TEST_03240,기념탑/기념비/전망대
TEST_03241,기타행사
TEST_03242,서양식
TEST_03243,"야영장,오토캠핑장"
TEST_03244,한식
TEST_03245,"야영장,오토캠핑장"
TEST_03246,공원
TEST_03247,미술관/화랑
TEST_03248,전문상가
TEST_03249,민박
TEST_03250,특산물판매점
TEST_03251,한식
TEST_03252,골프
TEST_03253,콘도미니엄
TEST_03254,고택
TEST_03255,기념탑/기념비/전망대
TEST_03256,중식
TEST_03257,자연생태관광지
TEST_03258,트래킹
TEST_03259,공원
TEST_03260,바/까페
TEST_03261,바/까페
TEST_03262,생가
TEST_03263,한식
TEST_03264,"야영장,오토캠핑장"
TEST_03265,일반축제
TEST_03266,바/까페
TEST_03267,서양식
TEST_03268,"야영장,오토캠핑장"
TEST_03269,상설시장
TEST_03270,특산물판매점
TEST_03271,고궁
TEST_03272,일반축제
TEST_03273,해수욕장
TEST_03274,농.산.어촌 체험
TEST_03275,호수
TEST_03276,"야영장,오토캠핑장"
TEST_03277,자연휴양림
TEST_03278,바다낚시
TEST_03279,"야영장,오토캠핑장"
TEST_03280,유적지/사적지
TEST_03281,자연휴양림
TEST_03282,스키(보드) 렌탈샵
TEST_03283,중식
TEST_03284,농.산.어촌 체험
TEST_03285,한식
TEST_03286,해수욕장
TEST_03287,펜션
TEST_03288,일식
TEST_03289,한식
TEST_03290,5일장
TEST_03291,사찰
TEST_03292,고궁
TEST_03293,"야영장,오토캠핑장"
TEST_03294,유적지/사적지
TEST_03295,산
TEST_03296,수목원
TEST_03297,미술관/화랑
TEST_03298,서양식
TEST_03299,모텔
TEST_03300,중식
TEST_03301,공원
TEST_03302,"야영장,오토캠핑장"
TEST_03303,"공예,공방"
